"regulon","avg_log2FC","pval","gene","p_val_adj","sig"
"ZNF429(+)",0.0654560930876676,0.159331239161333,"ZNF429",0.194761475237998,"NS"
"ZNF677(+)",-0.053125068386962,0.160459928067693,"ZNF677",0.19588340758855,"NS"
"ZSCAN21(+)",-0.0150224123251034,0.161977217653644,"ZSCAN21",0.197476161680098,"NS"
"ZNF782(+)",-0.0415530244268439,0.162997589013952,"ZNF782",0.198459711918691,"NS"
"ZNF682(+)",-0.0415528729208503,0.163959382293589,"ZNF682",0.199369458312492,"NS"
"ZNF143(+)",0.0196458108321386,0.164886720993934,"ZNF143",0.200234985363875,"NS"
"LIN54(+)",0.0619912259121487,0.167157125366938,"LIN54",0.20254178820074,"NS"
"ZNF81(+)",-0.0390383247150933,0.16722233751342,"ZNF81",0.20254178820074,"NS"
"MYBL2(+)",-0.00267775038769038,0.173639164194519,"MYBL2",0.210040082730088,"NS"
"ZNF595(+)",0.0467963697156412,0.174890355958672,"ZNF595",0.211278466431218,"NS"
"PRDM2(+)",-0.0142708577654579,0.176460398155428,"PRDM2",0.212898324527783,"NS"
"KCMF1(+)",-0.011239959698171,0.178547264676226,"KCMF1",0.215136717100147,"NS"
"ZNF678(+)",-0.0127244869599614,0.178807694426012,"ZNF678",0.215171435390888,"NS"
"ZNF251(+)",-0.0516615177503574,0.180839053558179,"ZNF251",0.217334386488419,"NS"
"PLAGL1(+)",0.0277045865938364,0.181372102512617,"PLAGL1",0.217412494495769,"NS"
"ZBTB41(+)",-0.0489267178023504,0.181372086417854,"ZBTB41",0.217412494495769,"NS"
"ZNF516(+)",-0.0245016781606555,0.183753694373467,"ZNF516",0.219983482052772,"NS"
"NCOA2(+)",0.0403064438900444,0.194021216384533,"NCOA2",0.231976460773785,"NS"
"ZNF552(+)",-0.0173887401731764,0.19429789392414,"ZNF552",0.232008667680624,"NS"
"ZSCAN25(+)",0.0346846233763675,0.200672619500831,"ZSCAN25",0.23931304687583,"NS"
"ZNF776(+)",-0.0397771579357173,0.201181135248072,"ZNF776",0.239611890571101,"NS"
"SIX4(+)",-0.049347948246248,0.209256228293824,"SIX4",0.248910417522359,"NS"
"CEBPD(+)",0.000707732917350803,0.211898632616322,"CEBPD",0.251731240026296,"NS"
"RELB(+)",-0.0118814993275494,0.219433762372212,"RELB",0.260349891754515,"NS"
"CGGBP1(+)",-0.0182228480328033,0.220119485686818,"CGGBP1",0.260830359952875,"NS"
"ZNF83(+)",0.052929051682083,0.221062861753597,"ZNF83",0.261614520470181,"NS"
"ZNF853(+)",-0.0181989638309801,0.224930191481382,"ZNF853",0.265852605453185,"NS"
"ZNF28(+)",0.0282682471471482,0.230755363958203,"ZNF28",0.272391020479251,"NS"
"NFYB(+)",0.0207099042668378,0.242297972722951,"NFYB",0.285653320634038,"NS"
"ZBED3(+)",0.0623846412016931,0.252952112717772,"ZBED3",0.297835884302674,"NS"
"CENPBD1(+)",0.00502432634866242,0.253640254760169,"CENPBD1",0.298268097053414,"NS"
"ZNF155(+)",-0.0268143191272665,0.262083537378611,"ZNF155",0.307807340359961,"NS"
"KAT7(+)",-0.0258721116088777,0.263766218088214,"KAT7",0.309392445207008,"NS"
"NFATC1(+)",0.0621999883486698,0.264283363927778,"NFATC1",0.309608127476552,"NS"
"PRDM8(+)",0.0531014608313536,0.265875400753506,"PRDM8",0.311080915994971,"NS"
"MYPOP(+)",0.0521389875670559,0.272041159540166,"MYPOP",0.31789463800354,"NS"
"ARHGAP35(+)",-0.0146376171271281,0.272606492311947,"ARHGAP35",0.318155064519848,"NS"
"ELK3(+)",0.0387852658980855,0.273033339739009,"ELK3",0.318253416082232,"NS"
"ZNF341(+)",0.00413968484079955,0.278793440669223,"ZNF341",0.324560283686351,"NS"
"ZNF93(+)",0.0269496529538381,0.285266482489715,"ZNF93",0.331680303170144,"NS"
"ZBTB11(+)",0.0374032798494628,0.288396257558923,"ZBTB11",0.334900154090299,"NS"
"ANKZF1(+)",-0.0193852558625512,0.300928019745236,"ANKZF1",0.349016392438607,"NS"
"LCOR(+)",0.0321026260651481,0.302298300001032,"LCOR",0.350168479677006,"NS"
"ZNF34(+)",0.0256963744437502,0.308199805710962,"ZNF34",0.356559924664364,"NS"
"ZNF714(+)",0.0056501712364521,0.310485565099674,"ZNF714",0.358757574599002,"NS"
"IKZF2(+)",-0.000574893841947479,0.315553465695411,"IKZF2",0.363965050910577,"NS"
"FOXK2(+)",-0.0110393783620127,0.316126729443505,"FOXK2",0.363965050910577,"NS"
"TCF20(+)",-0.0260281154972771,0.31616770299767,"TCF20",0.363965050910577,"NS"
"ZNF75A(+)",-0.0181307818931442,0.319621925959016,"ZNF75A",0.36748610051476,"NS"
"ZNF573(+)",-0.427408552804927,0.321567618316499,"ZNF573",0.369266152553804,"NS"
"FOXN2(+)",-0.0411942681388403,0.322062811052363,"FOXN2",0.369378211688451,"NS"
"ZSCAN2(+)",-0.0172171467674746,0.323766164475628,"ZSCAN2",0.370873941797606,"NS"
"ZNF397(+)",0.0163492609449075,0.329437212829733,"ZNF397",0.376441784401995,"NS"
"ZXDC(+)",-0.0717557602340797,0.329226811327657,"ZXDC",0.376441784401995,"NS"
"HMBOX1(+)",0.0576975825094589,0.331398102833641,"HMBOX1",0.377374369069136,"NS"
"L3MBTL4(+)",0.0555665888507597,0.33093356071259,"L3MBTL4",0.377374369069136,"NS"
"ZBTB6(+)",-0.0182360700548826,0.331471996943396,"ZBTB6",0.377374369069136,"NS"
"ZBED1(+)",-0.0173368370547193,0.340089714475378,"ZBED1",0.386711560278612,"NS"
"MEF2D(+)",-0.0158256441811237,0.344879793510985,"MEF2D",0.391678885295483,"NS"
"MBD3(+)",-0.0258401215733144,0.347922580462535,"MBD3",0.394652108973987,"NS"
"ZNF511(+)",-0.0123857425272621,0.351991457324258,"ZNF511",0.398780565675898,"NS"
"ZNF575(+)",0.018383918407806,0.353618601967757,"ZNF575",0.400136030728436,"NS"
"ZNF85(+)",-0.0172239026907692,0.359417710101961,"ZNF85",0.406203227110367,"NS"
"SNAPC2(+)",0.012621116661503,0.362630305296658,"SNAPC2",0.409336031130735,"NS"
"ZBTB16(+)",0.0175077388063653,0.376598009114789,"ZBTB16",0.424586833091795,"NS"
"ZNF688(+)",0.0210504552808142,0.383600413254139,"ZNF688",0.431957313834055,"NS"
"GLI1(+)",-0.0254303408854091,0.386677224864769,"GLI1",0.434894844914492,"NS"
"ZNF846(+)",-0.02281357756854,0.388063782637351,"ZNF846",0.435926546638573,"NS"
"ZNF197(+)",-0.0206062977384391,0.39014342957093,"ZNF197",0.437733388975114,"NS"
"ZNF726(+)",0.00473071919710575,0.390736278742058,"ZNF726",0.437869726117457,"NS"
"ZNF865(+)",0.024864249909046,0.393640168706082,"ZNF865",0.440592429792712,"NS"
"ZNF44(+)",0.0330953960754291,0.395572690711419,"ZNF44",0.442222659050432,"NS"
"ZNF658(+)",0.179981827294576,0.400197831450394,"ZNF658",0.44685551131901,"NS"
"ZNF326(+)",-0.0180021785579232,0.407527683070569,"ZNF326",0.454493658550491,"NS"
"ZNF189(+)",0.00593402109057432,0.40870603064718,"ZNF189",0.455261273946319,"NS"
"ZNF275(+)",0.0215996412647949,0.411600336076791,"ZNF275",0.457936182293819,"NS"
"GFI1(+)",-0.020612863863864,0.423950028434704,"GFI1",0.47111193351177,"NS"
"ZFP14(+)",0.0307271814331259,0.432646400372657,"ZFP14",0.480201321321623,"NS"
"ZNF318(+)",-0.0588353003753637,0.436426225636091,"ZNF318",0.483818572334044,"NS"
"SREBF1(+)",0.0271455449045028,0.443196933247527,"SREBF1",0.490738916551791,"NS"
"SOX13(+)",0.00682147142415193,0.446573800164717,"SOX13",0.493889357563121,"NS"
"PLSCR1(+)",0.0199948635913613,0.448742843898984,"PLSCR1",0.495698099859877,"NS"
"ZBTB7B(+)",-0.0853141750609449,0.452487429735939,"ZBTB7B",0.499240881502004,"NS"
"CXXC1(+)",-0.00735272453377015,0.458767463070569,"CXXC1",0.505569363217745,"NS"
"ZBTB39(+)",0.0105510810016129,0.480546867903859,"ZBTB39",0.528943175690385,"NS"
"WIZ(+)",0.0212303593213235,0.481590287897207,"WIZ",0.529464352019533,"NS"
"ZNF597(+)",0.0497630675982898,0.48534981377802,"ZNF597",0.532966875886266,"NS"
"SETDB2(+)",0.0113388473018095,0.492921015679662,"SETDB2",0.540641822392451,"NS"
