"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","NK_cluster"
"GSE3982_NKCELL_VS_TH1_DN",1e-10,2.04e-09,NA,0.791568529945472,1.8056064176516,126,"KIF2C;UBE2C;BIRC5;TPX2;RRM2;GINS2;CCNB2;KIF11;CENPA;NCAPG;RAD51;SMC2;NEK2;NCAPG2;HELLS;MCM5;TMEM106C;E2F8;RRM1;HMGB3;SNRNP25;PRIM1;SKA1;GMNN;DEPDC1;PXMP2;ESPL1;TUBG1;KIF20B;POLE2;RECQL4;ACOT7;PAICS;AURKA;PTTG1;MSH2;PHGDH;NUP37;GLO1;BLM;TFDP1;POLR3K;GGCT;MIS18BP1;CBR3;POLD3;ECI1;OXCT1;CKAP5;OAS3;PARP1;YWHAH;FABP5;GINS4;PDCD5;CDKN2A;CD59;SNRPD3;POP4;NASP;MCUR1;RAB11A;C1QBP;CLNS1A;ARL3;CKS2;CDC123;PSMB5;ERH;PPA1;ANXA5;LAS1L;TSPAN13;SSR3;TRNAU1AP;TST","5"
"GSE3982_NKCELL_VS_TH2_DN",1e-10,2.04e-09,NA,0.781210658795994,1.78306665203447,129,"KIF2C;TYMS;BIRC5;RRM2;GINS2;CCNA2;CCNB2;KIF11;CENPA;NUSAP1;NCAPG;RAD51;SMC2;DTL;NCAPG2;FANCI;MCM5;TMEM106C;RRM1;KIF18B;KIF20A;GMNN;PCNA;ATAD2;POLA2;ESPL1;KIF20B;POLE2;RFC4;ACOT7;AURKA;STIL;PTTG1;MSH2;KIF18A;PRDX3;RBBP8;CKAP2;NCAPD2;TFDP1;GGCT;MIS18BP1;TIPIN;COPS3;RTCB;PRPS2;SNRPE;LAGE3;NUDT21;GINS4;EPAS1;NDUFB3;PDCD5;TSN;SNRPD3;SNRPG;NASP","5"
"GSE40666_WT_VS_STAT1_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_DN",1e-10,2.04e-09,NA,0.873461898013513,1.9860896932827,109,"SPC25;TOP2A;TK1;CDK1;CDCA8;BIRC5;ASF1B;CLSPN;CENPW;CENPM;CDCA5;RRM2;CKAP2L;MCM4;MELK;TCF19;MAD2L1;DHFR;SHCBP1;SMC2;MCM10;CHEK1;NCAPG2;CDC6;NDC80;DSCC1;HELLS;BRCA2;OIP5;LIG1;CENPK;MCM5;ATAD5;PRR11;TRIP13;E2F1;GMNN;PCNA;CDK2;RFC3;EZH2;RFC4;RFC2;KNTC1;ZWILCH;ECT2;CENPP;LRR1;BLM;POLE","5"
"GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_UP",1e-10,2.04e-09,NA,0.782857505636375,1.78927864296419,138,"ZWINT;TOP2A;UBE2C;TYMS;BIRC5;ASF1B;CLSPN;CKAP2L;CCNA2;MYBL2;CDCA2;CDC45;NUSAP1;NCAPG;BRCA1;CENPF;DEPDC1B;NEK2;CDC6;CIT;HELLS;ATAD5;E2F8;CDC25C;PLK4;ATAD2;ARHGAP11A;DNA2;MCM3;EZH2;KIF20B;AURKA;GPSM2;SAE1;ZWILCH;PARP2;MAGOHB;TIMM10;LSM5;CDKN2C;HAUS1;FAM111A;GSTCD;THYN1;ILF2;RCC2;TSPAN4;SLC29A1;DKC1;MASTL;TMEM97;PKM","5"
"GSE9650_EFFECTOR_VS_MEMORY_CD8_TCELL_UP",1e-10,2.04e-09,NA,0.780933987900056,1.77955264566607,120,"TOP2A;AURKB;MKI67;CDK1;CDCA8;BIRC5;CDCA3;CDCA5;CCNA2;CCNB2;KIF23;ANLN;NCAPH;PRC1;DTL;BUB1;E2F8;RRM1;CCNF;CDC25C;CDK2;TACC3;TTK;ACOT7;CARHSP1;AURKA;KIF22;HMGB2;CDKN2C;MIS18BP1;NDUFB6;PRIM2;CD9;ARL6IP4;SNX10;SERPINE2","5"
"KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_UP",1e-10,2.04e-09,NA,0.773547728518734,1.7680239625284,136,"DLGAP5;TOP2A;MKI67;TYMS;CDK1;BIRC5;ASF1B;CDCA5;RRM2;CCNB2;KIF11;CDC45;NUSAP1;GGH;NCAPH;KIF4A;TCF19;PRC1;STMN1;LIG1;MCM5;CDC20;E2F8;RRM1;RACGAP1;CDC25C;NUDT1;TACC3;ACOT7;KIF22;SPDL1;LMNB1;RNASEH2B;HMGB2;MYCBP;CDKN2C;PMM1;ETFB;NDUFB6;PRIM2","5"
"KAECH_DAY8_EFF_VS_MEMORY_CD8_TCELL_UP",1e-10,2.04e-09,NA,0.844654449482878,1.92932604872012,134,"DLGAP5;KIF2C;TOP2A;MKI67;GTSE1;TYMS;CDK1;BIRC5;ASF1B;CDCA5;RRM2;CCNA2;CCNB2;KIF11;CENPA;CDC45;NUSAP1;CDKN3;NCAPH;BRCA1;KIF4A;TCF19;PRC1;MAD2L1;CDC6;BUB1;STMN1;CDC20;CHAF1A;RRM1;RACGAP1;CCNF;CDC25C;PLK4;CDK2;EZH2;TACC3;CARHSP1;KIF22;LMNB1;RNASEH2B;HMGB2","5"
"KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_DN",1e-10,2.04e-09,NA,0.802253264270367,1.82951048370928,124,"DLGAP5;KIF2C;TOP2A;MKI67;TYMS;CDK1;BIRC5;CDCA5;RRM2;CCNB2;KIF11;NUSAP1;GGH;CDKN3;NCAPH;TCF19;PRC1;STMN1;LIG1;CDC20;E2F8;RACGAP1;CDC25C;TACC3;ACOT7;CARHSP1;PTTG1;KIF22;HMGB2","5"
"GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_CD8_TCELL_DN",1.05199252629787e-10,2.0864518438241e-09,0.839088935621274,0.752320458277631,1.72082516706321,144,"TOP2A;MKI67;CDK1;BIRC5;CCNB2;CENPA;NUSAP1;KIF23;ANLN;NCAPH;BRCA1;KIF4A;MAD2L1;BUB1;STMN1;CENPK;CDC20;RACGAP1;SNRNP25;PLK4;GMNN;RFC5;TUBG1;EZH2;TACC3;RFC4;TMPO;ACOT7;AURKA;RFC2;RPA3;DNMT1;LMNB1;RNASEH2B;CKAP2;SIVA1;PMM1;POLR3K;PAFAH1B3;PRIM2;PDS5B;CKAP5;HSDL2;FDPS;GALK1","5"
"GSE10239_NAIVE_VS_KLRG1INT_EFF_CD8_TCELL_DN",2.95400317949749e-10,5.619364892549e-09,0.814035837847908,0.775601767432116,1.76385090457941,110,"AURKB;TYMS;CCNA2;KIF11;ANLN;PRC1;RAD51;MAD2L1;PBK;DHFR;CENPH;SKA3;CHEK1;NEK2;STMN1;LIG1;E2F8;KIF18B;PLK4;RFC5;BARD1;POLA2;TACC3;SLC43A3;RFC2;KIF22;TEX30;CENPP;RANBP1;INCENP;RFWD3;MTFR2;NME1;POLE;RAD51C;PIF1;SCCPDH;ASRGL1;ETFB;HAUS1;SNX10;ARHGAP19;BANF1;PSMB2;NUDT5;LZIC;PDCD5;CMSS1;SLC1A4;UCHL3;YIF1B;WEE1","5"
"GSE5142_HTERT_TRANSDUCED_VS_CTRL_CD8_TCELL_LATE_PASSAGE_CLONE_UP",2.99069840219695e-10,5.619364892549e-09,0.814035837847908,0.752500292828027,1.72041452383854,139,"TOP2A;MKI67;GTSE1;TYMS;CDCA5;RRM2;GINS2;CCNA2;KIF23;NCAPH;PBK;DEPDC1B;CENPN;CCDC34;DTYMK;DSCC1;BRCA2;STMN1;E2F8;KIF18B;PRIM1;KNSTRN;GMNN;DSN1;HIRIP3;CBX5;E2F2;ZNF367;DDIAS;ITGB3BP;DDX39A;TTF2;POLA1;RANBP1;SNRPD1;LMNB2;PMVK;RAN;AHCY;LSM3;PMF1;PSMD14;FDPS;FABP5;ZGRF1;SHMT2;GCSH;COX5A;NUP107;DKC1;MASTL;POLR2I;BORA;FH;FUCA2;MCM8","5"
"GSE39556_CD8A_DC_VS_NK_CELL_UP",3.43104146337109e-10,6.28144514063322e-09,0.814035837847908,0.779251174702848,1.77176310177607,106,"KIF2C;UBE2C;TK1;CDK1;CCNA2;KIF11;KIF23;GGH;NCAPH;FOXM1;CENPF;CHEK1;CIT;GINS1;TMEM106C;TRIP13;NUDT1;DUT;POLE2;RFC4;TTK;PAICS;FANCG;IMPDH2;MTHFD1;HPRT1;NME1;POLE;FANCL;NET1;ETFB;GMPS;CSE1L;GSS","5"
"GSE10239_MEMORY_VS_KLRG1HIGH_EFF_CD8_TCELL_DN",4.88173024364224e-10,8.7138884849014e-09,0.801215574617779,0.745896385390074,1.70613102153211,144,"AURKB;TK1;ASF1B;CENPA;KIF23;ANLN;MCM4;NCAPH;MCM2;CENPF;PRC1;DEPDC1B;BUB1B;CCDC34;CDC20;CDC25C;MIS18A;RFC5;E2F2;SLC43A3;GPSM2;CDCA4;KIF22;SPDL1;RNASEH2B;DNPH1;MYCBP;LRR1;DCTPP1;RAD51C;ACTL6A;GINS3;PDS5B;SLBP;MTHFD1L;RTN3;CBX3;RAD21;SNX10","5"
"GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_TRICHOSTATINA_CD8_TCELL_DN",7.26831743593838e-10,1.26575089006342e-08,0.801215574617779,0.743613790333836,1.7005210011427,143,"TOP2A;MKI67;CDK1;BIRC5;RAD51AP1;NUSAP1;KIF23;NCAPH;BRCA1;MCM2;MAD2L1;ORC6;BUB1;LIG1;CENPK;MCM5;CDC20;RRM1;SNRNP25;GMNN;RFC5;TUBG1;EZH2;TACC3;RFC4;ACOT7;RFC2;CHAF1B;RPA3;DNMT1;LMNB1;RNASEH2B;POLD2;CKAP2;INCENP;DCTPP1;SIVA1;PMM1;ETFB;POLR3K;PRIM2;PDS5B;CKAP5;HAT1;FDPS;GALK1;TMEM109;GCSH;TMEM97;MRTO4;INO80E;PGAM1;NDUFS6;ACAD9;OLA1;CTPS1","5"
"GSE10239_MEMORY_VS_KLRG1INT_EFF_CD8_TCELL_DN",9.76369508716566e-10,1.65982816481816e-08,0.788186810800237,0.749285866623913,1.71148893053295,134,"KIF2C;AURKB;CDK1;CDCA2;CENPA;CDC45;ANLN;CENPF;CENPH;SKA3;DEPDC1B;BUB1B;KIF20A;CCNF;HMGB3;CDC25C;PLK4;GMNN;MIS18A;RFC5;CDK2;ESPL1;SLC43A3;GPSM2;KIF22;CEP85;TEX30;HMGB2;MYCBP;RFWD3;TOPBP1;RAD51C;CHEK2;ACTL6A;GINS3;SLBP;MTHFD1L;RTN3","5"
"GSE2585_CD80_HIGH_VS_LOW_AIRE_KO_MTEC_DN",2.09324431147357e-09,3.47575915905146e-08,0.774939030136436,0.843570446748698,1.88505069848002,56,"TOP2A;TK1;TPX2;CLSPN;MYBL2;NCAPH;BRCA1;RAD51;PBK;CENPH;NEK2;BUB1;E2F2;RECQL4;TIMELESS;AURKA;SPAG5;CAMK1;ECT2;ARHGAP33;IMPA2","5"
"GSE20754_WT_VS_TCF1_KO_MEMORY_CD8_TCELL_DN",3.34955870244032e-09,5.43542025805089e-08,0.774939030136436,0.75975938814431,1.7311498952407,117,"ASPM;AURKB;CDT1;CLSPN;HJURP;CDCA5;RRM2;CENPU;PRC1;DEPDC1B;HELLS;MCM5;GMNN;PCNA;MIS18A;ATAD2;ARHGAP11A;DNA2;HIRIP3;PARPBP;EZH2;TMPO;TTF2;UNG;NCAPD3;TUBA1B;BLM;FIGNL1;CEP57L1;SEPHS1","5"
"GSE7460_CD8_TCELL_VS_TREG_ACT_DN",6.49236756470901e-09,1.03012232026716e-07,0.761460801445585,0.736751910342595,1.68241445505358,132,"AURKB;CENPM;CDCA3;GINS2;NUSAP1;ANLN;MCM4;NCAPH;MELK;DHFR;SKA3;BUB1B;NEK2;MCM7;NDC80;RFC5;ARHGAP11A;MCM3;TACC3;TIMELESS;AURKA;SAE1;CDK4;SPAG5;KIF18A;NUP37;VRK1;MTFR2;CEP57L1;HAUS1;GMPS;CSE1L;TIPIN;SMC3;PDS5B;PMF1;COQ2;NUP93","5"
"GSE17301_IFNA2_VS_IFNA5_STIM_ACD3_ACD28_ACT_CD8_TCELL_DN",7.2561584821613e-09,1.12628199049199e-07,0.761460801445585,0.777830701314569,1.76313616977406,94,"TOP2A;CDCA3;KIF14;CCNA2;SHCBP1;POLQ;CIT;MCM7;NDC80;ATAD5;BRIP1;SNRNP25;SKA1;GMNN;DSN1;PXMP2;HIRIP3;TRAIP;RFC3;MCM3;RFC4;TTK;SLC43A3;CHAF1B;MTHFD1;POLA1;TPGS2;POLD2;SMS;GLO1;RAN;IMPA2;GINS3;DDX11;POLD1;ENO1;SNRPF;SKP2;PSMB2;PRKDC;GINS4;KLHDC3;NDUFB3;SNRPA1","5"
"GSE31082_CD4_VS_CD8_SP_THYMOCYTE_DN",8.01995093132713e-09,1.21834999254629e-07,0.747739663149885,0.773554343554527,1.7543544603425,96,"CDT1;CENPW;CENPM;GINS2;DHFR;CENPH;FEN1;CDC6;HELLS;RMI2;GINS1;MXD3;SAC3D1;MCM6;TUBG1;TIMELESS;RFC4;RFC2;RNASEH2B;RANBP1;HAUS8;BLM;MTFR2;DEK;SNRPD1;SMC1A;PIDD1;HMGB1;FAM111A;MTHFD1L;SF3A2;CENPQ;EIF4EBP1;PRADC1;NUP107;KLHDC3;TMEM97","5"
"GSE33424_CD161_HIGH_VS_INT_CD8_TCELL_DN",1.21503527333951e-08,1.80736496909252e-07,0.747739663149885,0.761495380121252,1.72959153729996,101,"TOP2A;CDK1;CDCA3;CCNA2;MYBL2;CCNB2;DIAPH3;NUSAP1;NCAPH;MCM2;RAD51;ORC6;CHEK1;STMN1;CDC20;KIF20A;RACGAP1;CDC25C;NUDT1;EZH2;KIF22;TUBA1B;CKAP2;RANBP1","5"
"GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_CD8_TCELL_DN",3.24229886584558e-08,4.72449263308927e-07,0.719512826338911,0.714062139284721,1.6356645527052,153,"TOP2A;MKI67;CDK1;BIRC5;RAD51AP1;NUSAP1;KIF23;ANLN;BRCA1;MCM2;MAD2L1;ORC6;LIG1;CENPK;MCM5;CDC20;RRM1;TRIP13;PLK4;GMNN;RFC5;NUDT1;TUBG1;EZH2;TACC3;RFC4;ACOT7;RFC2;RPA3;LMNB1;RNASEH2B;POLD2;CKAP2;DCTPP1;SIVA1;POLR3K;POLD3;PRIM2;PDS5B;CKAP5;GALK1;GCSH;TMEM97;MRTO4;INO80E;PGAM1;NDUFS6;ACAD9;OLA1;CTPS1;PHTF2;CBX1;NDUFAF4;DCK;SAAL1;PPA1;RCC1;RRP1B;JAGN1;CINP;CCT6A","5"
"GSE14699_DELETIONAL_TOLERANCE_VS_ACTIVATED_CD8_TCELL_DN",4.71950424135659e-08,6.73945205665721e-07,0.719512826338911,0.735600853575467,1.67640831006866,118,"ASF1B;RAD51AP1;GGH;PBK;ORC6;TROAP;CCDC34;DSCC1;MXD3;DEPDC1;FBXO5;PSMC3IP;NUDT1;HIRIP3;RFC3;ACOT7;CARHSP1;AURKA;KIF22;DDX39A;TEX30;SPDL1;NUP37;CENPP;HMGN2;HPRT1;RANBP1;RBBP7;NME1;TFDP1;SIVA1;CDKN2C;PMM1;FIGNL1;ETFB;POLR3K;RAN;MIS18BP1;LSM3;PRIM2;CALM3;SNX10;SERPINE2;FAM136A;PSMB2;EPAS1;ANAPC15;SNRPA1;PGAM1;TIMM23;NDUFS6;SYPL1;TXNDC17;COMMD3;VDAC3;ERH;RPA2;DCK;PPA1;PSMA5","5"
"GSE17301_ACD3_ACD28_VS_ACD3_ACD28_AND_IFNA2_STIM_CD8_TCELL_UP",5.47126540298199e-08,7.65977156417478e-07,0.719512826338911,0.751425246155821,1.70671914839156,101,"SPC25;TOP2A;TK1;NCAPH;BRCA1;BUB1;STMN1;ATAD5;BRIP1;PLK4;DEPDC1;DNAJC9;PXMP2;TRAIP;MCM3;TUBG1;EZH2;RFC4;SLC43A3;CARHSP1;AURKA;ZWILCH;KIF18A;CCNE2;HMGB2;POLD2;ACYP1;GLO1;POLE;IDH2;SCCPDH;SMCO4;ARHGAP33;MSH6;SNRPA;POLD1","5"
"GSE15324_ELF4_KO_VS_WT_NAIVE_CD8_TCELL_UP",7.14470973871132e-08,9.81023606430747e-07,0.704975715167238,0.821351429253388,1.82364929000698,49,"SPC25;ASPM;UBE2C;HMMR;CDCA8;BIRC5;RRM2;CCNB2;CENPK;DNA2","5"
"GSE41978_WT_VS_ID2_KO_AND_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP",1.27585325863757e-07,1.71879099371174e-06,0.690132458796796,0.765342893117901,1.73289938098348,88,"DLGAP5;UBE2C;BIRC5;ASF1B;CENPM;CDCA5;CCNA2;TCF19;NEIL3;STMN1;CENPK;PRIM1;DNAJC9;TIMELESS;KIF18A;DNPH1;DPM2;RFWD3;SEPHS1;HAUS1;BUD13","5"
"GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_IL12_CD8_TCELL_DN",1.80073007008553e-07,2.38096531489087e-06,0.690132458796796,0.708992359912347,1.6225471199539,147,"TOP2A;MKI67;CDK1;BIRC5;RAD51AP1;KIF23;ANLN;BRCA1;MCM2;MAD2L1;ORC6;LIG1;CENPK;MCM5;CDC20;RRM1;TRIP13;PLK4;GMNN;RFC5;NUDT1;TUBG1;TACC3;RFC4;ACOT7;RFC2;RPA3;LMNB1;RNASEH2B;POLD2;CKAP2;DCTPP1;SIVA1;POLR3K;POLD3;PRIM2;PDS5B;CKAP5;GALK1;TMEM109;GCSH;TMEM97;MRTO4;INO80E;PGAM1;NDUFS6;ACAD9;OLA1;CTPS1;PLSCR1;NDUFAF4;DCK;SAAL1;PPA1;RCC1;RRP1B;JAGN1;CINP;CCT6A","5"
"GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_INFAB_CD8_TCELL_DN",1.96295379720505e-07,2.54827092946255e-06,0.690132458796796,0.700793392111956,1.6052705320517,153,"TOP2A;MKI67;CDK1;BIRC5;RAD51AP1;KIF23;ANLN;BRCA1;MCM2;MAD2L1;ORC6;LIG1;CENPK;MCM5;RRM1;TRIP13;PLK4;GMNN;RFC5;NUDT1;TUBG1;EZH2;TACC3;RFC4;ACOT7;RFC2;RPA3;DNMT1;LMNB1;CCNE2;RNASEH2B;DCTPP1;SIVA1;POLR3K;POLD3;PRIM2;PDS5B;CKAP5;GALK1;GCSH;TMEM97;MRTO4;INO80E;PGAM1;NDUFS6;ACAD9;OLA1;CTPS1;CBX1;NDUFAF4;DCK;SAAL1;PPA1;RCC1;RRP1B;JAGN1;CINP;CCT6A","5"
"GSE31082_DP_VS_CD8_SP_THYMOCYTE_UP",3.22830581089384e-07,4.11608990888964e-06,0.674962860011025,0.72531439796748,1.64948883651349,110,"DLGAP5;SPC25;NUSAP1;ESCO2;MAD2L1;PBK;PLK1;NEK2;E2F8;RRM1;DEPDC1;DUT;SKA2;USP1;TMPO;AURKA;SMC4;ARHGEF39;POLA1;BLM;DEK;CCDC28B;MSH6;PAFAH1B3","5"
"GSE3039_ALPHAALPHA_CD8_TCELL_VS_B1_BCELL_DN",6.29856480709342e-07,7.88978117941176e-06,0.659444398037935,0.751116085267147,1.70068685671543,88,"MND1;TYMS;RAD51AP1;GINS2;PKMYT1;FOXM1;MCM10;MCM7;HELLS;OIP5;BRIP1;E2F1;BARD1;EZH2;RFC2;PTTG1;RUVBL2;BLM;CEP152;PIDD1;LMNB2;HAUS1;POLD1;ZCRB1;ZGRF1;NUP107;MASTL","5"
"GSE30962_PRIMARY_VS_SECONDARY_CHRONIC_LCMV_INF_CD8_TCELL_UP",1.37850980324169e-06,1.69699310261132e-05,0.643551836150722,0.710585609940934,1.61907624899613,119,"RAD51AP1;CLSPN;KIF23;BRCA1;TCF19;SHCBP1;FANCI;DSCC1;HELLS;STMN1;GINS1;XRCC2;HMGB3;PCNA;CDK2;TUBG1;TIMELESS;TMPO;AURKA;ZWILCH;RPA3;KIF22;NUP37;CENPP;FIGNL1;PRELID2;CCDC28B;NUCKS1;HAUS1;GMPS;MIS18BP1;TIPIN;MLH1;NUP93;HAT1","5"
"GSE21360_SECONDARY_VS_TERTIARY_MEMORY_CD8_TCELL_DN",1.42832733021755e-06,1.72851815894124e-05,0.643551836150722,0.762898517443818,1.71755187201177,72,"TK1;ASF1B;CLSPN;CENPA;TCF19;NEIL3;BUB1B;CDC6;MCM7;LIG1;MCM5;MCM3;EZH2;NCAPD2;DERL3;CSE1L;DDX11;CHTF18;ANAPC11;GUSB;SLC29A1","5"
"GSE31082_DN_VS_CD8_SP_THYMOCYTE_UP",1.52753405533478e-06,1.81776552584839e-05,0.643551836150722,0.69188746747536,1.58190490741866,140,"MND1;CLSPN;GINS2;MYBL2;PBK;CENPH;ORC6;NCAPG2;DTYMK;LIG1;GINS1;MCM5;TMEM106C;RFC4;CENPO;TMPO;TEX30;POLA1;MAGOHB;PPIH;PMM1;SNRPD1;ASRGL1;UQCC2;ETFB;MSH6;STOML2;SNRPA;NUP93;PSMD1;PRPS2;ILF2;SERPINE2;ANKRD26;RCC2;SNRPF;GALK1;FABP5;RUVBL1;CPSF6;UCHL3;C1QBP;PFKL;SLF1;EIF2S1;ADK;BID;ACLY;NDUFAB1;GTF2H3;DDX54;CINP;EXOSC9;SSR3","5"
"GSE3039_CD4_TCELL_VS_ALPHAALPHA_CD8_TCELL_DN",2.37200913414338e-06,2.776417248817e-05,0.627256739718528,0.718882324666508,1.63158688013223,99,"UBE2C;BIRC5;CDCA3;CKAP2L;MCM4;NCAPH;RAD51;CENPN;MCM10;CENPE;MCM7;OIP5;MCM5;RRM1;PCNA;NUDT1;AURKA;POLA1;DCTPP1;SIVA1;HAUS1;RPA1","5"
"GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_DN",2.5699851688834e-06,2.95962808158508e-05,0.627256739718528,0.67188214457598,1.54162449901778,166,"ASPM;UBE2T;RRM2;KIF11;CDC45;NCAPH;PRC1;MAD2L1;SMC2;MCM10;DTL;CDC6;DTYMK;MCM7;STMN1;RRM1;CCNF;EZH2;TTK;TMPO;CDK4;NCAPH2;KIF22;PRDX3;ECT2;RUVBL2;HMGB2;POLD2;TOPBP1;TFDP1;UQCC2;AHCY;LSM3;STOML2;OXCT1;CD9;NUP93;POLD1;PSMD1;HAT1;NDUFA8;BANF1;COA3;PRPF31;PKM;NUTF2;PSMB7;NASP;XPO1;PFKL;MTCH2;CAPG;HSPA14;CDC123;THUMPD3;PSMA4;DRG1;PSMA5;HNRNPLL;PDIA6;PRDX2;PSMD7;TIMM13;PSMC1","5"
"GSE14699_DELETIONAL_TOLERANCE_VS_ACTIVATED_CD8_TCELL_UP",2.96159090033563e-06,3.35646968704705e-05,0.627256739718528,0.723912149964613,1.64387837903926,100,"ASPM;ASF1B;CLSPN;ESCO2;MCM4;RAD51;PBK;ORC6;NEIL3;MCM5;PRR11;ACOT7;CHAF1B;LMNB1;HMGN2;HPRT1;BLM;ASRGL1;CD38;MIS18BP1","5"
"GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_DN",5.64390441038297e-06,6.2964808578335e-05,0.610526878385931,0.670598107906247,1.53588121823903,152,"AURKB;TYMS;CDK1;CDCA5;GINS2;MCM4;MCM2;MCM10;BUB1B;FEN1;CCDC34;GINS1;MCM5;CDC20;RRM1;PRIM1;PLK4;RFC5;ZWILCH;KIF22;TEX30","5"
"GSE41978_WT_VS_ID2_KO_AND_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_DN",6.3198597578137e-06,6.9421228724292e-05,0.610526878385931,0.740776750523051,1.67302990389131,79,"UBE2C;ASF1B;KIF23;CEP55;MAD2L1;NEIL3;STMN1;CENPK;RACGAP1;HMGB3;PLK4;ITGB3BP;SPAG5;WDHD1;FANCL;MMS22L","5"
"GSE22601_DOUBLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_DN",6.89807762892962e-06,7.46246579856931e-05,0.610526878385931,0.691744730604692,1.57886601645036,129,"ASF1B;TPX2;KIF11;CENPA;CDC45;BRCA1;DHFR;NEIL3;CDC6;CIT;BRIP1;PLK4;DSN1;NUDT1;TACC3;DDIAS;SAE1;CDK4;ARHGEF39;SPDL1;CCNE2;SMS;NCAPD2;RFWD3;DCTPP1;IDH2;CHEK2;CCDC18;RAN;MSH6;PAFAH1B3;GSTCD;MTHFD1L;RTN3;LRRCC1;RCC2;MZT1;CEP57;AAAS;BORA;POLR2H;FH","5"
"GSE22601_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP",7.86282897021639e-06,8.35810513306484e-05,0.593325476396405,0.682419734910004,1.55676414103259,127,"GTSE1;HJURP;CENPA;CDC45;KIF23;DHFR;NEIL3;FEN1;CDCA7L;NEK2;FANCI;RNASEH2A;BRIP1;PCNA;NUDT1;SAE1;WDHD1;SPDL1;TPGS2;TUBA1B;DNPH1;NCAPD2;DCTPP1;DEK;SNRPD1;RAN;AHCY;FAM111A;RTN3;PRADC1;RCC2;FABP5;SLC29A1;EFCAB11;ANP32E;TSN;CASP2;XRCC1;UBR7","5"
"GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY7_DN",7.96010012672842e-06,8.35810513306484e-05,0.593325476396405,0.738713642763218,1.66837041508485,79,"ZWINT;TYMS;TK1;HJURP;CDCA5;RRM2;MYBL2;GGH;CENPE;OIP5;TRIP13;PHF19;IFI27L1;PTTG1;NME1;CD38","5"
"GSE22443_IL2_VS_IL12_TREATED_ACT_CD8_TCELL_DN",1.01726088891232e-05,0.000105264387635275,0.593325476396405,0.703374637756211,1.59812743988364,104,"AURKB;RAD51AP1;MYBL2;CDC45;NCAPH;TCF19;FEN1;RRM1;RACGAP1;CDC25C;PRIM1;CDK2;TACC3;POLE2;AURKA;KIF22;DNMT1;POLD2;PPIH;THOC3;VPS25;RPA1;AHCY;PRIM2;CD9","5"
"GSE9650_NAIVE_VS_EFF_CD8_TCELL_DN",1.22641176369834e-05,0.00012509399989723,0.593325476396405,0.693407204375067,1.57972299891978,116,"DLGAP5;AURKB;CDK1;BIRC5;CDKN3;TCF19;DTL;LIG1;E2F8;RACGAP1;RFC4;TTK;ACOT7;CARHSP1;PTTG1;KIF22;SPDL1;HMGB2;CDKN2C;ETFB;MIS18BP1;NDUFB6;PRIM2","5"
"GSE33425_CD161_HIGH_VS_INT_CD8_TCELL_DN",1.24542552163914e-05,0.000125244200345119,0.593325476396405,0.679282927173018,1.54908093493147,124,"TOP2A;MKI67;ASF1B;KIF23;NCAPH;NEK2;CDC6;BUB1;CENPK;RACGAP1;HMGB3;PRIM1;PCNA;RFC5;NUDT1;EZH2;TTK;LMNB1;POLA1;POLD2;BLM;DCTPP1;IDH2;IMPA2;RPA1;SASS6;CD9;ITM2C","5"
"GSE3039_NKT_CELL_VS_B1_BCELL_DN",3.61622336062936e-05,0.000358608816595744,0.557332238758646,0.695287548320007,1.5800352744063,103,"SPC25;ASPM;MND1;TK1;CDT1;NCAPH;BUB1;GINS1;RRM1;KNSTRN;MCM6;TACC3;TTK;AURKA;PRDX3;POLA1;RNASEH2B;CEP152;NUCKS1;CSE1L;PARP1;SMUG1;ITM2C;LRRC42","5"
"GSE21360_NAIVE_VS_TERTIARY_MEMORY_CD8_TCELL_UP",4.09900639374072e-05,0.000400916515771352,0.557332238758646,0.698493086157193,1.58254519407948,91,"UBE2C;GTSE1;CCNB2;PKMYT1;CDKN3;CENPF;TROAP;MXD3;AURKA;SPAG5;PTTG1;IMPDH2;RPA3;NRGN;PMM1;IDH2","5"
